Num,Name,Type1,Type2,Gendered,HP,ATK,DEF,SPA,SPD,SPE,Total,ability_0,ability_1,ability_H,height,weight,prevo
17,Pidgeotto,Normal,Flying,False,63,60,55,50,50,71,349,Keen Eye,Tangled Feet,Big Pecks,1.1,30.0,Pidgey
18,Pidgeot,Normal,Flying,False,83,80,75,70,70,101,479,Keen Eye,Tangled Feet,Big Pecks,1.5,39.5,Pidgeotto
19,Rattata,Normal,,False,30,56,35,25,35,72,253,Run Away,Guts,Hustle,0.3,3.5,
19,Rattata-Alola,Dark,Normal,False,30,56,35,25,35,72,253,Gluttony,Hustle,Thick Fat,0.3,3.8,
20,Raticate,Normal,,False,55,81,60,50,70,97,413,Run Away,Guts,Hustle,0.7,18.5,Rattata
20,Raticate-Alola,Dark,Normal,False,75,71,70,40,80,77,413,Gluttony,Hustle,Thick Fat,0.7,25.5,Rattata-Alola
21,Spearow,Normal,Flying,False,40,60,30,31,31,70,262,Keen Eye,,Sniper,0.3,2.0,
22,Fearow,Normal,Flying,False,65,90,65,61,61,100,442,Keen Eye,,Sniper,1.2,38.0,Spearow
23,Ekans,Poison,,False,35,60,44,40,54,55,288,Intimidate,Shed Skin,Unnerve,2.0,6.9,
24,Arbok,Poison,,False,60,95,69,65,79,80,448,Intimidate,Shed Skin,Unnerve,3.5,65.0,Ekans
25,Pikachu,Electric,,False,35,55,40,50,50,90,320,Static,,Lightning Rod,0.4,6.0,Pichu
25,Pikachu-Cosplay,Electric,,False,35,55,40,50,50,90,320,Lightning Rod,,,0.4,6.0,
25,Pikachu-Rock-Star,Electric,,False,35,55,40,50,50,90,320,Lightning Rod,,,0.4,6.0,
25,Pikachu-Belle,Electric,,False,35,55,40,50,50,90,320,Lightning Rod,,,0.4,6.0,
25,Pikachu-Pop-Star,Electric,,False,35,55,40,50,50,90,320,Lightning Rod,,,0.4,6.0,
25,Pikachu-PhD,Electric,,False,35,55,40,50,50,90,320,Lightning Rod,,,0.4,6.0,
25,Pikachu-Libre,Electric,,False,35,55,40,50,50,90,320,Lightning Rod,,,0.4,6.0,
25,Pikachu-Original,Electric,,False,35,55,40,50,50,90,320,Static,,Lightning Rod,0.4,6.0,
25,Pikachu-Hoenn,Electric,,False,35,55,40,50,50,90,320,Static,,Lightning Rod,0.4,6.0,
25,Pikachu-Sinnoh,Electric,,False,35,55,40,50,50,90,320,Static,,Lightning Rod,0.4,6.0,
25,Pikachu-Unova,Electric,,False,35,55,40,50,50,90,320,Static,,Lightning Rod,0.4,6.0,
25,Pikachu-Kalos,Electric,,False,35,55,40,50,50,90,320,Static,,Lightning Rod,0.4,6.0,
25,Pikachu-Alola,Electric,,False,35,55,40,50,50,90,320,Static,,Lightning Rod,0.4,6.0,
25,Pikachu-Partner,Electric,,False,35,55,40,50,50,90,320,Static,,Lightning Rod,0.4,6.0,
25,Pikachu-Starter,Electric,,False,45,80,50,75,60,120,430,Static,,Lightning Rod,0.4,6.0,
25,Pikachu-World,Electric,,False,35,55,40,50,50,90,320,Static,,Lightning Rod,0.4,6.0,
26,Raichu,Electric,,False,60,90,55,90,80,110,485,Static,,Lightning Rod,0.8,30.0,Pikachu
26,Raichu-Alola,Electric,Psychic,False,60,85,50,95,85,110,485,Surge Surfer,,,0.7,21.0,Pikachu
27,Sandshrew,Ground,,False,50,75,85,20,30,40,300,Sand Veil,,Sand Rush,0.6,12.0,
27,Sandshrew-Alola,Ice,Steel,False,50,75,90,10,35,40,300,Snow Cloak,,Slush Rush,0.7,40.0,
28,Sandslash,Ground,,False,75,100,110,45,55,65,450,Sand Veil,,Sand Rush,1.0,29.5,Sandshrew
28,Sandslash-Alola,Ice,Steel,False,75,100,120,25,65,65,450,Snow Cloak,,Slush Rush,1.2,55.0,Sandshrew-Alola
29,Nidoran-F,Poison,,False,55,47,52,40,40,41,275,Poison Point,Rivalry,Hustle,0.4,7.0,
30,Nidorina,Poison,,False,70,62,67,55,55,56,365,Poison Point,Rivalry,Hustle,0.8,20.0,Nidoran-F
31,Nidoqueen,Poison,Ground,False,90,92,87,75,85,76,505,Poison Point,Rivalry,Sheer Force,1.3,60.0,Nidorina
32,Nidoran-M,Poison,,False,46,57,40,40,40,50,273,Poison Point,Rivalry,Hustle,0.5,9.0,
33,Nidorino,Poison,,False,61,72,57,55,55,65,365,Poison Point,Rivalry,Hustle,0.9,19.5,Nidoran-M
34,Nidoking,Poison,Ground,False,81,102,77,85,75,85,505,Poison Point,Rivalry,Sheer Force,1.4,62.0,Nidorino
35,Clefairy,Fairy,,True,70,45,48,60,65,35,323,Cute Charm,Magic Guard,Friend Guard,0.6,7.5,Cleffa
36,Clefable,Fairy,,True,95,70,73,95,90,60,483,Cute Charm,Magic Guard,Unaware,1.3,40.0,Clefairy
37,Vulpix,Fire,,True,38,41,40,50,65,65,299,Flash Fire,,Drought,0.6,9.9,
37,Vulpix-Alola,Ice,,True,38,41,40,50,65,65,299,Snow Cloak,,Snow Warning,0.6,9.9,
38,Ninetales,Fire,,True,73,76,75,81,100,100,505,Flash Fire,,Drought,1.1,19.9,Vulpix
38,Ninetales-Alola,Ice,Fairy,True,73,67,75,81,100,109,505,Snow Cloak,,Snow Warning,1.1,19.9,Vulpix-Alola
39,Jigglypuff,Normal,Fairy,True,115,45,20,45,25,20,270,Cute Charm,Competitive,Friend Guard,0.5,5.5,Igglybuff
40,Wigglytuff,Normal,Fairy,True,140,70,45,85,50,45,435,Cute Charm,Competitive,Frisk,1.0,12.0,Jigglypuff
41,Zubat,Poison,Flying,False,40,45,35,30,40,55,245,Inner Focus,,Infiltrator,0.8,7.5,
42,Golbat,Poison,Flying,False,75,80,70,65,75,90,455,Inner Focus,,Infiltrator,1.6,55.0,Zubat
43,Oddish,Grass,Poison,False,45,50,55,75,65,30,320,Chlorophyll,,Run Away,0.5,5.4,
44,Gloom,Grass,Poison,False,60,65,70,85,75,40,395,Chlorophyll,,Stench,0.8,8.6,Oddish
45,Vileplume,Grass,Poison,False,75,80,85,110,90,50,490,Chlorophyll,,Effect Spore,1.2,18.6,Gloom
46,Paras,Bug,Grass,False,35,70,55,45,55,25,285,Effect Spore,Dry Skin,Damp,0.3,5.4,
47,Parasect,Bug,Grass,False,60,95,80,60,80,30,405,Effect Spore,Dry Skin,Damp,1.0,29.5,Paras
48,Venonat,Bug,Poison,False,60,55,50,40,55,45,305,Compound Eyes,Tinted Lens,Run Away,1.0,30.0,
49,Venomoth,Bug,Poison,False,70,65,60,90,75,90,450,Shield Dust,Tinted Lens,Wonder Skin,1.5,12.5,Venonat
50,Diglett,Ground,,False,10,55,25,35,45,95,265,Sand Veil,Arena Trap,Sand Force,0.2,0.8,
50,Diglett-Alola,Ground,Steel,False,10,55,30,35,45,90,265,Sand Veil,Tangling Hair,Sand Force,0.2,1.0,
51,Dugtrio,Ground,,False,35,100,50,50,70,120,425,Sand Veil,Arena Trap,Sand Force,0.7,33.3,Diglett
51,Dugtrio-Alola,Ground,Steel,False,35,100,60,50,70,110,425,Sand Veil,Tangling Hair,Sand Force,0.7,66.6,Diglett-Alola
52,Meowth,Normal,,False,40,45,35,40,40,90,290,Pickup,Technician,Unnerve,0.4,4.2,
52,Meowth-Alola,Dark,,False,40,35,35,50,40,90,290,Pickup,Technician,Rattled,0.4,4.2,
52,Meowth-Galar,Steel,,False,50,65,55,40,40,40,290,Pickup,Tough Claws,Unnerve,0.4,7.5,
53,Persian,Normal,,False,65,70,60,65,65,115,440,Limber,Technician,Unnerve,1.0,32.0,Meowth
53,Persian-Alola,Dark,,False,65,60,60,75,65,115,440,Fur Coat,Technician,Rattled,1.1,33.0,Meowth-Alola
54,Psyduck,Water,,False,50,52,48,65,50,55,320,Damp,Cloud Nine,Swift Swim,0.8,19.6,
55,Golduck,Water,,False,80,82,78,95,80,85,500,Damp,Cloud Nine,Swift Swim,1.7,76.6,Psyduck
56,Mankey,Fighting,,False,40,80,35,35,45,70,305,Vital Spirit,Anger Point,Defiant,0.5,28.0,
57,Primeape,Fighting,,False,65,105,60,60,70,95,455,Vital Spirit,Anger Point,Defiant,1.0,32.0,Mankey
58,Growlithe,Fire,,True,55,70,45,70,50,60,350,Intimidate,Flash Fire,Justified,0.7,19.0,
58,Growlithe-Hisui,Fire,Rock,True,60,75,45,65,50,55,350,Intimidate,Flash Fire,Rock Head,0.8,22.7,
59,Arcanine,Fire,,True,90,110,80,100,80,95,555,Intimidate,Flash Fire,Justified,1.9,155.0,Growlithe
59,Arcanine-Hisui,Fire,Rock,True,95,115,80,95,80,90,555,Intimidate,Flash Fire,Rock Head,2.0,168.0,Growlithe-Hisui
60,Poliwag,Water,,False,40,50,40,40,40,90,300,Water Absorb,Damp,Swift Swim,0.6,12.4,
61,Poliwhirl,Water,,False,65,65,65,50,50,90,385,Water Absorb,Damp,Swift Swim,1.0,20.0,Poliwag
62,Poliwrath,Water,Fighting,False,90,95,95,70,90,70,510,Water Absorb,Damp,Swift Swim,1.3,54.0,Poliwhirl
63,Abra,Psychic,,True,25,20,15,105,55,90,310,Synchronize,Inner Focus,Magic Guard,0.9,19.5,
64,Kadabra,Psychic,,True,40,35,30,120,70,105,400,Synchronize,Inner Focus,Magic Guard,1.3,56.5,Abra
65,Alakazam,Psychic,,True,55,50,45,135,95,120,500,Synchronize,Inner Focus,Magic Guard,1.5,48.0,Kadabra
66,Machop,Fighting,,True,70,80,50,35,35,35,305,Guts,No Guard,Steadfast,0.8,19.5,
67,Machoke,Fighting,,True,80,100,70,50,60,45,405,Guts,No Guard,Steadfast,1.5,70.5,Machop
68,Machamp,Fighting,,True,90,130,80,65,85,55,505,Guts,No Guard,Steadfast,1.6,130.0,Machoke
69,Bellsprout,Grass,Poison,False,50,75,35,70,30,40,300,Chlorophyll,,Gluttony,0.7,4.0,
70,Weepinbell,Grass,Poison,False,65,90,50,85,45,55,390,Chlorophyll,,Gluttony,1.0,6.4,Bellsprout
71,Victreebel,Grass,Poison,False,80,105,65,100,70,70,490,Chlorophyll,,Gluttony,1.7,15.5,Weepinbell
72,Tentacool,Water,Poison,False,40,40,35,50,100,70,335,Clear Body,Liquid Ooze,Rain Dish,0.9,45.5,
73,Tentacruel,Water,Poison,False,80,70,65,80,120,100,515,Clear Body,Liquid Ooze,Rain Dish,1.6,55.0,Tentacool
74,Geodude,Rock,Ground,False,40,80,100,30,30,20,300,Rock Head,Sturdy,Sand Veil,0.4,20.0,
74,Geodude-Alola,Rock,Electric,False,40,80,100,30,30,20,300,Magnet Pull,Sturdy,Galvanize,0.4,20.3,
75,Graveler,Rock,Ground,False,55,95,115,45,45,35,390,Rock Head,Sturdy,Sand Veil,1.0,105.0,Geodude
75,Graveler-Alola,Rock,Electric,False,55,95,115,45,45,35,390,Magnet Pull,Sturdy,Galvanize,1.0,110.0,Geodude-Alola
76,Golem,Rock,Ground,False,80,120,130,55,65,45,495,Rock Head,Sturdy,Sand Veil,1.4,300.0,Graveler
76,Golem-Alola,Rock,Electric,False,80,120,130,55,65,45,495,Magnet Pull,Sturdy,Galvanize,1.7,316.0,Graveler-Alola
77,Ponyta,Fire,,False,50,85,55,65,65,90,410,Run Away,Flash Fire,Flame Body,1.0,30.0,
77,Ponyta-Galar,Psychic,,False,50,85,55,65,65,90,410,Run Away,Pastel Veil,Anticipation,0.8,24.0,
78,Rapidash,Fire,,False,65,100,70,80,80,105,500,Run Away,Flash Fire,Flame Body,1.7,95.0,Ponyta
78,Rapidash-Galar,Psychic,Fairy,False,65,100,70,80,80,105,500,Run Away,Pastel Veil,Anticipation,1.7,80.0,Ponyta-Galar
79,Slowpoke,Water,Psychic,False,90,65,65,40,40,15,315,Oblivious,Own Tempo,Regenerator,1.2,36.0,
79,Slowpoke-Galar,Psychic,,False,90,65,65,40,40,15,315,Gluttony,Own Tempo,Regenerator,1.2,36.0,
80,Slowbro,Water,Psychic,False,95,75,110,100,80,30,490,Oblivious,Own Tempo,Regenerator,1.6,78.5,Slowpoke
80,Slowbro-Galar,Poison,Psychic,False,95,100,95,100,70,30,490,Quick Draw,Own Tempo,Regenerator,1.6,70.5,Slowpoke-Galar
81,Magnemite,Electric,Steel,False,25,35,70,95,55,45,325,Magnet Pull,Sturdy,Analytic,0.3,6.0,
82,Magneton,Electric,Steel,False,50,60,95,120,70,70,465,Magnet Pull,Sturdy,Analytic,1.0,60.0,Magnemite
83,Farfetch’d,Normal,Flying,False,52,90,55,58,62,60,377,Keen Eye,Inner Focus,Defiant,0.8,15.0,
83,Farfetch’d-Galar,Fighting,,False,52,95,55,58,62,55,377,Steadfast,,Scrappy,0.8,42.0,
84,Doduo,Normal,Flying,False,35,85,45,35,35,75,310,Run Away,Early Bird,Tangled Feet,1.4,39.2,
85,Dodrio,Normal,Flying,False,60,110,70,60,60,110,470,Run Away,Early Bird,Tangled Feet,1.8,85.2,Doduo
86,Seel,Water,,False,65,45,55,45,70,45,325,Thick Fat,Hydration,Ice Body,1.1,90.0,
87,Dewgong,Water,Ice,False,90,70,80,70,95,70,475,Thick Fat,Hydration,Ice Body,1.7,120.0,Seel
88,Grimer,Poison,,False,80,80,50,40,50,25,325,Stench,Sticky Hold,Poison Touch,0.9,30.0,
88,Grimer-Alola,Poison,Dark,False,80,80,50,40,50,25,325,Poison Touch,Gluttony,Power of Alchemy,0.7,42.0,
89,Muk,Poison,,False,105,105,75,65,100,50,500,Stench,Sticky Hold,Poison Touch,1.2,30.0,Grimer
89,Muk-Alola,Poison,Dark,False,105,105,75,65,100,50,500,Poison Touch,Gluttony,Power of Alchemy,1.0,52.0,Grimer-Alola
90,Shellder,Water,,False,30,65,100,45,25,40,305,Shell Armor,Skill Link,Overcoat,0.3,4.0,
91,Cloyster,Water,Ice,False,50,95,180,85,45,70,525,Shell Armor,Skill Link,Overcoat,1.5,132.5,Shellder
92,Gastly,Ghost,Poison,False,30,35,30,100,35,80,310,Levitate,,,1.3,0.1,
93,Haunter,Ghost,Poison,False,45,50,45,115,55,95,405,Levitate,,,1.6,0.1,Gastly
94,Gengar,Ghost,Poison,False,60,65,60,130,75,110,500,Cursed Body,,,1.5,40.5,Haunter
95,Onix,Rock,Ground,False,35,45,160,30,45,70,385,Rock Head,Sturdy,Weak Armor,8.8,210.0,
96,Drowzee,Psychic,,False,60,48,45,43,90,42,328,Insomnia,Forewarn,Inner Focus,1.0,32.4,
97,Hypno,Psychic,,False,85,73,70,73,115,67,483,Insomnia,Forewarn,Inner Focus,1.6,75.6,Drowzee
98,Krabby,Water,,False,30,105,90,25,25,50,325,Hyper Cutter,Shell Armor,Sheer Force,0.4,6.5,
99,Kingler,Water,,False,55,130,115,50,50,75,475,Hyper Cutter,Shell Armor,Sheer Force,1.3,60.0,Krabby
100,Voltorb,Electric,,False,40,30,50,55,55,100,330,Soundproof,Static,Aftermath,0.5,10.4,
100,Voltorb-Hisui,Electric,Grass,False,40,30,50,55,55,100,330,Soundproof,Static,Aftermath,0.5,13.0,
101,Electrode,Electric,,False,60,50,70,80,80,150,490,Soundproof,Static,Aftermath,1.2,66.6,Voltorb
101,Electrode-Hisui,Electric,Grass,False,60,50,70,80,80,150,490,Soundproof,Static,Aftermath,1.2,71.0,Voltorb-Hisui
102,Exeggcute,Grass,Psychic,False,60,40,80,60,45,40,325,Chlorophyll,,Harvest,0.4,2.5,
103,Exeggutor,Grass,Psychic,False,95,95,85,125,75,55,530,Chlorophyll,,Harvest,2.0,120.0,Exeggcute
103,Exeggutor-Alola,Grass,Dragon,False,95,105,85,125,75,45,530,Frisk,,Harvest,10.9,415.6,Exeggcute
104,Cubone,Ground,,False,50,50,95,40,50,35,320,Rock Head,Lightning Rod,Battle Armor,0.4,6.5,
105,Marowak,Ground,,False,60,80,110,50,80,45,425,Rock Head,Lightning Rod,Battle Armor,1.0,45.0,Cubone
105,Marowak-Alola,Fire,Ghost,False,60,80,110,50,80,45,425,Cursed Body,Lightning Rod,Rock Head,1.0,34.0,Cubone
106,Hitmonlee,Fighting,,False,50,120,53,35,110,87,455,Limber,Reckless,Unburden,1.5,49.8,Tyrogue
107,Hitmonchan,Fighting,,False,50,105,79,35,110,76,455,Keen Eye,Iron Fist,Inner Focus,1.4,50.2,Tyrogue
108,Lickitung,Normal,,False,90,55,75,60,75,30,385,Own Tempo,Oblivious,Cloud Nine,1.2,65.5,
109,Koffing,Poison,,False,40,65,95,60,45,35,340,Levitate,Neutralizing Gas,Stench,0.6,1.0,
110,Weezing,Poison,,False,65,90,120,85,70,60,490,Levitate,Neutralizing Gas,Stench,1.2,9.5,Koffing
110,Weezing-Galar,Poison,Fairy,False,65,90,120,85,70,60,490,Levitate,Neutralizing Gas,Misty Surge,3.0,16.0,Koffing
111,Rhyhorn,Ground,Rock,False,80,85,95,30,30,25,345,Lightning Rod,Rock Head,Reckless,1.0,115.0,
112,Rhydon,Ground,Rock,False,105,130,120,45,45,40,485,Lightning Rod,Rock Head,Reckless,1.9,120.0,Rhyhorn
113,Chansey,Normal,,False,250,5,5,35,105,50,450,Natural Cure,Serene Grace,Healer,1.1,34.6,Happiny
114,Tangela,Grass,,False,65,55,115,100,40,60,435,Chlorophyll,Leaf Guard,Regenerator,1.0,35.0,
115,Kangaskhan,Normal,,False,105,95,80,40,80,90,490,Early Bird,Scrappy,Inner Focus,2.2,80.0,
116,Horsea,Water,,False,30,40,70,70,25,60,295,Swift Swim,Sniper,Damp,0.4,8.0,
117,Seadra,Water,,False,55,65,95,95,45,85,440,Poison Point,Sniper,Damp,1.2,25.0,Horsea
118,Goldeen,Water,,False,45,67,60,35,50,63,320,Swift Swim,Water Veil,Lightning Rod,0.6,15.0,
119,Seaking,Water,,False,80,92,65,65,80,68,450,Swift Swim,Water Veil,Lightning Rod,1.3,39.0,Goldeen
120,Staryu,Water,,False,30,45,55,70,55,85,340,Illuminate,Natural Cure,Analytic,0.8,34.5,
121,Starmie,Water,Psychic,False,60,75,85,100,85,115,520,Illuminate,Natural Cure,Analytic,1.1,80.0,Staryu
122,Mr. Mime,Psychic,Fairy,False,40,45,65,100,120,90,460,Soundproof,Filter,Technician,1.3,54.5,Mime Jr.
122,Mr. Mime-Galar,Ice,Psychic,False,50,65,65,90,90,100,460,Vital Spirit,Screen Cleaner,Ice Body,1.4,56.8,Mime Jr.
123,Scyther,Bug,Flying,False,70,110,80,55,80,105,500,Swarm,Technician,Steadfast,1.5,56.0,
124,Jynx,Ice,Psychic,False,65,50,35,115,95,95,455,Oblivious,Forewarn,Dry Skin,1.4,40.6,Smoochum
125,Electabuzz,Electric,,True,65,83,57,95,85,105,490,Static,,Vital Spirit,1.1,30.0,Elekid
126,Magmar,Fire,,True,65,95,57,100,85,93,495,Flame Body,,Vital Spirit,1.3,44.5,Magby
127,Pinsir,Bug,,False,65,125,100,55,70,85,500,Hyper Cutter,Mold Breaker,Moxie,1.5,55.0,
128,Tauros,Normal,,False,75,100,95,40,70,110,490,Intimidate,Anger Point,Sheer Force,1.4,88.4,
128,Tauros-Paldea-Combat,Fighting,,False,75,110,105,30,70,100,490,Intimidate,Anger Point,Cud Chew,1.4,115.0,
128,Tauros-Paldea-Blaze,Fighting,Fire,False,75,110,105,30,70,100,490,Intimidate,Anger Point,Cud Chew,1.4,85.0,
128,Tauros-Paldea-Aqua,Fighting,Water,False,75,110,105,30,70,100,490,Intimidate,Anger Point,Cud Chew,1.4,110.0,
129,Magikarp,Water,,False,20,10,55,15,20,80,200,Swift Swim,,Rattled,0.9,10.0,
130,Gyarados,Water,Flying,False,95,125,79,60,100,81,540,Intimidate,,Moxie,6.5,235.0,Magikarp
131,Lapras,Water,Ice,False,130,85,80,85,95,60,535,Water Absorb,Shell Armor,Hydration,2.5,220.0,
132,Ditto,Normal,,False,48,48,48,48,48,48,288,Limber,,Imposter,0.3,4.0,
133,Eevee,Normal,,True,55,55,50,45,65,55,325,Run Away,Adaptability,Anticipation,0.3,6.5,
133,Eevee-Starter,Normal,,True,65,75,70,65,85,75,435,Run Away,Adaptability,Anticipation,0.3,6.5,
134,Vaporeon,Water,,True,130,65,60,110,95,65,525,Water Absorb,,Hydration,1.0,29.0,Eevee
135,Jolteon,Electric,,True,65,65,60,110,95,130,525,Volt Absorb,,Quick Feet,0.8,24.5,Eevee
136,Flareon,Fire,,True,65,130,60,95,110,65,525,Flash Fire,,Guts,0.9,25.0,Eevee
137,Porygon,Normal,,False,65,60,70,85,75,40,395,Trace,Download,Analytic,0.8,36.5,
138,Omanyte,Rock,Water,True,35,40,100,90,55,35,355,Swift Swim,Shell Armor,Weak Armor,0.4,7.5,
139,Omastar,Rock,Water,True,70,60,125,115,70,55,495,Swift Swim,Shell Armor,Weak Armor,1.0,35.0,Omanyte
140,Kabuto,Rock,Water,True,30,80,90,55,45,55,355,Swift Swim,Battle Armor,Weak Armor,0.5,11.5,
141,Kabutops,Rock,Water,True,60,115,105,65,70,80,495,Swift Swim,Battle Armor,Weak Armor,1.3,40.5,Kabuto
142,Aerodactyl,Rock,Flying,True,80,105,65,60,75,130,515,Rock Head,Pressure,Unnerve,1.8,59.0,
143,Snorlax,Normal,,True,160,110,65,65,110,30,540,Immunity,Thick Fat,Gluttony,2.1,460.0,Munchlax
144,Articuno,Ice,Flying,False,90,85,100,95,125,85,580,Pressure,,Snow Cloak,1.7,55.4,
144,Articuno-Galar,Psychic,Flying,False,90,85,85,125,100,95,580,Competitive,,,1.7,50.9,
145,Zapdos,Electric,Flying,False,90,90,85,125,90,100,580,Pressure,,Static,1.6,52.6,
145,Zapdos-Galar,Fighting,Flying,False,90,125,90,85,90,100,580,Defiant,,,1.6,58.2,
146,Moltres,Fire,Flying,False,90,100,90,125,85,90,580,Pressure,,Flame Body,2.0,60.0,
146,Moltres-Galar,Dark,Flying,False,90,85,90,100,125,90,580,Berserk,,,2.0,66.0,
147,Dratini,Dragon,,False,41,64,45,50,50,50,300,Shed Skin,,Marvel Scale,1.8,3.3,
148,Dragonair,Dragon,,False,61,84,65,70,70,70,420,Shed Skin,,Marvel Scale,4.0,16.5,Dratini
149,Dragonite,Dragon,Flying,False,91,134,95,100,100,80,600,Inner Focus,,Multiscale,2.2,210.0,Dragonair
150,Mewtwo,Psychic,,False,106,110,90,154,90,130,680,Pressure,,Unnerve,2.0,122.0,
151,Mew,Psychic,,False,100,100,100,100,100,100,600,Synchronize,,,0.4,4.0,
152,Chikorita,Grass,,True,45,49,65,49,65,45,318,Overgrow,,Leaf Guard,0.9,6.4,
153,Bayleef,Grass,,True,60,62,80,63,80,60,405,Overgrow,,Leaf Guard,1.2,15.8,Chikorita
154,Meganium,Grass,,True,80,82,100,83,100,80,525,Overgrow,,Leaf Guard,1.8,100.5,Bayleef
155,Cyndaquil,Fire,,True,39,52,43,60,50,65,309,Blaze,,Flash Fire,0.5,7.9,
156,Quilava,Fire,,True,58,64,58,80,65,80,405,Blaze,,Flash Fire,0.9,19.0,Cyndaquil
157,Typhlosion,Fire,,True,78,84,78,109,85,100,534,Blaze,,Flash Fire,1.7,79.5,Quilava
157,Typhlosion-Hisui,Fire,Ghost,True,73,84,78,119,85,95,534,Blaze,,Frisk,1.6,69.8,Quilava
158,Totodile,Water,,True,50,65,64,44,48,43,314,Torrent,,Sheer Force,0.6,9.5,
159,Croconaw,Water,,True,65,80,80,59,63,58,405,Torrent,,Sheer Force,1.1,25.0,Totodile
160,Feraligatr,Water,,True,85,105,100,79,83,78,530,Torrent,,Sheer Force,2.3,88.8,Croconaw
161,Sentret,Normal,,False,35,46,34,35,45,20,215,Run Away,Keen Eye,Frisk,0.8,6.0,
162,Furret,Normal,,False,85,76,64,45,55,90,415,Run Away,Keen Eye,Frisk,1.8,32.5,Sentret
163,Hoothoot,Normal,Flying,False,60,30,30,36,56,50,262,Insomnia,Keen Eye,Tinted Lens,0.7,21.2,
164,Noctowl,Normal,Flying,False,100,50,50,86,96,70,452,Insomnia,Keen Eye,Tinted Lens,1.6,40.8,Hoothoot
165,Ledyba,Bug,Flying,False,40,20,30,40,80,55,265,Swarm,Early Bird,Rattled,1.0,10.8,
166,Ledian,Bug,Flying,False,55,35,50,55,110,85,390,Swarm,Early Bird,Iron Fist,1.4,35.6,Ledyba
167,Spinarak,Bug,Poison,False,40,60,40,40,40,30,250,Swarm,Insomnia,Sniper,0.5,8.5,
168,Ariados,Bug,Poison,False,70,90,70,60,70,40,400,Swarm,Insomnia,Sniper,1.1,33.5,Spinarak
169,Crobat,Poison,Flying,False,85,90,80,70,80,130,535,Inner Focus,,Infiltrator,1.8,75.0,Golbat
170,Chinchou,Water,Electric,False,75,38,38,56,56,67,330,Volt Absorb,Illuminate,Water Absorb,0.5,12.0,
171,Lanturn,Water,Electric,False,125,58,58,76,76,67,460,Volt Absorb,Illuminate,Water Absorb,1.2,22.5,Chinchou
172,Pichu,Electric,,False,20,40,15,35,35,60,205,Static,,Lightning Rod,0.3,2.0,
172,Pichu-Spiky-eared,Electric,,False,20,40,15,35,35,60,205,Static,,,0.3,2.0,
173,Cleffa,Fairy,,True,50,25,28,45,55,15,218,Cute Charm,Magic Guard,Friend Guard,0.3,3.0,
174,Igglybuff,Normal,Fairy,True,90,30,15,40,20,15,210,Cute Charm,Competitive,Friend Guard,0.3,1.0,
175,Togepi,Fairy,,True,35,20,65,40,65,20,245,Hustle,Serene Grace,Super Luck,0.3,1.5,
176,Togetic,Fairy,Flying,True,55,40,85,80,105,40,405,Hustle,Serene Grace,Super Luck,0.6,3.2,Togepi
177,Natu,Psychic,Flying,False,40,50,45,70,45,70,320,Synchronize,Early Bird,Magic Bounce,0.2,2.0,
178,Xatu,Psychic,Flying,False,65,75,70,95,70,95,470,Synchronize,Early Bird,Magic Bounce,1.5,15.0,Natu
179,Mareep,Electric,,False,55,40,40,65,45,35,280,Static,,Plus,0.6,7.8,
180,Flaaffy,Electric,,False,70,55,55,80,60,45,365,Static,,Plus,0.8,13.3,Mareep
